Arup

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 04/12/2014 13:36:00

GSA 8.7.0.36 64-bit Copyright © Oasys 1985-2014

Beam Derived Stresses
Stresses are calculated only for elements that have unmodified Area, Iyy and Izz or for which
the 'Stress Calc. Basis' is specified as 'Section'.
The 'Stress Calc. Basis' is reported only for sections that have modified Area, Iyy or Izz.

+ve stresses:  tensile

SEy and SEz are the maximum elastic shear stresses.  (Refer to the GSA manual for details.)

Torsional stress:  St = Mxx/Ct
- where Ct is the 'torsion modulus'.  (Refer to the GSA manual for details.)

Von Mises stress:  This is calculated assuming the maximum through thickness stress and torsional stress coexist.
In most cases this is an over-estimate of the von Mises stress.

Case list:  C3 : ULS3

START_TABLE Beam Derived Stresses
Elem	Case	Stress Calc. Basis	Pos	SEy	SEz	St	Von Mises
				[Pa]	[Pa]	[Pa]	[Pa]
			1044	-2.365E+6	-36.24E+6	14.58E+6	192.4E+6
1698	C3		1023	1.962E+6	40.08E+6	-17.84E+6	221.1E+6
			1024	1.962E+6	40.08E+6	-17.84E+6	235.0E+6
1699	C3		583	-109.5E+6	-62.44E+6	-1.253E+6	751.3E+6
			1024	-109.5E+6	-62.44E+6	-1.253E+6	750.4E+6
1700	C3		1024	-590400.	-53.75E+6	14.49E+6	238.6E+6
			1045	-590400.	-53.75E+6	14.49E+6	278.0E+6
1701	C3		1024	-922200.	32.90E+6	-14.13E+6	153.5E+6
			1025	-922200.	32.90E+6	-14.13E+6	279.0E+6
1702	C3		584	-155.3E+6	-4.947E+6	-407100.	736.2E+6
			1025	-155.3E+6	-4.947E+6	-407100.	718.9E+6
1703	C3		1025	4.001E+6	-67.54E+6	463000.	285.6E+6
			1046	4.001E+6	-67.54E+6	463000.	358.5E+6
1704	C3		1025	-7.338E+6	-28.12E+6	14.50E+6	279.7E+6
			1026	-7.338E+6	-28.12E+6	14.50E+6	167.9E+6
1705	C3		585	-109.4E+6	49.02E+6	671200.	694.7E+6
			1026	-109.4E+6	49.02E+6	671200.	693.2E+6
1706	C3		1026	7.800E+6	-55.59E+6	-12.65E+6	278.2E+6
			1047	7.800E+6	-55.59E+6	-12.65E+6	303.1E+6
1707	C3		1026	-8.396E+6	-31.61E+6	15.16E+6	223.6E+6
			1027	-8.396E+6	-31.61E+6	15.16E+6	219.0E+6
1708	C3		586	-73.75E+6	49.54E+6	378200.	538.2E+6
			1027	-73.75E+6	49.54E+6	378200.	538.7E+6
1709	C3		1027	7.682E+6	-40.11E+6	-11.27E+6	229.3E+6
			1048	7.682E+6	-40.11E+6	-11.27E+6	231.5E+6
1710	C3		1027	-6.544E+6	-22.44E+6	9.582E+6	133.1E+6
			1028	-6.544E+6	-22.44E+6	9.582E+6	166.1E+6
1711	C3		587	-53.18E+6	32.53E+6	753400.	375.3E+6
			1028	-53.18E+6	32.53E+6	753400.	375.8E+6
1712	C3		1028	5.830E+6	-29.90E+6	-7.424E+6	186.5E+6
			1049	5.830E+6	-29.90E+6	-7.424E+6	184.1E+6
1713	C3		1028	-4.555E+6	-11.11E+6	4.957E+6	56.80E+6
			1029	-4.555E+6	-11.11E+6	4.957E+6	94.67E+6
1714	C3		588	-42.36E+6	14.58E+6	1.748E+6	251.9E+6
			1029	-42.36E+6	14.58E+6	1.748E+6	253.1E+6
1715	C3		1029	3.063E+6	-23.60E+6	-4.651E+6	150.9E+6
			1050	3.063E+6	-23.60E+6	-4.651E+6	149.7E+6
1716	C3		589	-12.70E+6	3.402E+6	122500.	72.17E+6
			1030	-12.70E+6	3.402E+6	122500.	72.25E+6
1717	C3		1030	425500.	-3.512E+6	-197600.	65.13E+6
			1051	425500.	-3.512E+6	-197600.	95.13E+6
1718	C3		1030	-830800.	-2.535E+6	471200.	20.34E+6
			1031	-830800.	-2.535E+6	471200.	12.45E+6
1719	C3		590	-11.13E+6	6.941E+6	-92490.	80.02E+6
			1031	-11.13E+6	6.941E+6	-92490.	79.96E+6
1720	C3		1031	1.385E+6	-3.016E+6	-507500.	73.98E+6
			1052	1.385E+6	-3.016E+6	-507500.	99.78E+6
1721	C3		1031	-2.097E+6	-4.475E+6	1.049E+6	37.55E+6
			1032	-2.097E+6	-4.475E+6	1.049E+6	29.38E+6
1722	C3		591	-10.26E+6	10.19E+6	-392300.	90.26E+6
			1032	-10.26E+6	10.19E+6	-392300.	89.99E+6
1723	C3		1032	3.050E+6	-2.772E+6	-705800.	84.65E+6
			1053	3.050E+6	-2.772E+6	-705800.	108.1E+6
1724	C3		1032	-4.691E+6	-5.944E+6	1.354E+6	57.72E+6
			1033	-4.691E+6	-5.944E+6	1.354E+6	53.35E+6
1725	C3		592	-9.200E+6	12.46E+6	-614700.	95.74E+6
			1033	-9.200E+6	12.46E+6	-614700.	95.32E+6
1726	C3		1033	4.223E+6	-2.579E+6	-682700.	87.12E+6
			1054	4.223E+6	-2.579E+6	-682700.	108.7E+6
1727	C3		1033	-5.014E+6	-6.767E+6	1.475E+6	64.96E+6
			1034	-5.014E+6	-6.767E+6	1.475E+6	67.60E+6
1728	C3		593	-8.849E+6	13.53E+6	-756600.	98.99E+6
			1034	-8.849E+6	13.53E+6	-756600.	98.48E+6
1729	C3		1034	3.748E+6	-2.695E+6	-386400.	78.36E+6
			1055	3.748E+6	-2.695E+6	-386400.	100.8E+6
1730	C3		1034	-3.673E+6	-6.982E+6	1.086E+6	63.50E+6
			1035	-3.673E+6	-6.982E+6	1.086E+6	72.06E+6
1731	C3		594	-8.531E+6	13.34E+6	-592200.	96.76E+6
			1035	-8.531E+6	13.34E+6	-592200.	96.35E+6
1732	C3		1035	2.506E+6	-2.836E+6	172700.	63.72E+6
			1056	2.506E+6	-2.836E+6	172700.	87.23E+6
1733	C3		1035	-2.329E+6	-6.557E+6	239500.	59.87E+6
			1036	-2.329E+6	-6.557E+6	239500.	72.89E+6
1734	C3		595	-7.743E+6	11.96E+6	-344800.	87.19E+6
			1036	-7.743E+6	11.96E+6	-344800.	86.95E+6
1735	C3		1036	1.392E+6	-2.724E+6	938600.	49.72E+6
			1057	1.392E+6	-2.724E+6	938600.	72.28E+6
1736	C3		1036	-1.309E+6	-5.558E+6	-756300.	54.99E+6
			1037	-1.309E+6	-5.558E+6	-756300.	71.82E+6
1737	C3		596	-7.133E+6	9.475E+6	-223600.	73.62E+6
			1037	-7.133E+6	9.475E+6	-223600.	73.47E+6
1738	C3		1037	516400.	-2.675E+6	1.834E+6	39.18E+6
			1058	516400.	-2.675E+6	1.834E+6	59.40E+6
1739	C3		1037	-474400.	-4.044E+6	-1.769E+6	47.86E+6
			1038	-474400.	-4.044E+6	-1.769E+6	68.10E+6
1740	C3		597	-7.383E+6	5.932E+6	-218800.	59.31E+6
			1038	-7.383E+6	5.932E+6	-218800.	59.16E+6
1741	C3		1038	-220000.	-3.059E+6	2.808E+6	36.52E+6
			1059	-220000.	-3.059E+6	2.808E+6	51.90E+6
1742	C3		1038	261200.	-2.024E+6	-2.795E+6	46.53E+6
			1039	261200.	-2.024E+6	-2.795E+6	63.03E+6
1743	C3		598	-8.956E+6	1.074E+6	-280800.	46.13E+6
			1039	-8.956E+6	1.074E+6	-280800.	45.95E+6
1744	C3		1039	-864900.	-4.229E+6	3.922E+6	41.96E+6
			1060	-864900.	-4.229E+6	3.922E+6	53.46E+6
1745	C3		1039	915800.	718600.	-3.893E+6	63.06E+6
			1040	915800.	718600.	-3.893E+6	57.62E+6
1746	C3		599	-12.33E+6	-6.096E+6	-372200.	81.79E+6
			1040	-12.33E+6	-6.096E+6	-372200.	81.92E+6
1747	C3		1040	-1.413E+6	-6.790E+6	4.971E+6	54.05E+6
			1061	-1.413E+6	-6.790E+6	4.971E+6	62.38E+6
1748	C3		1040	1.484E+6	4.899E+6	-5.188E+6	83.38E+6
			1041	1.484E+6	4.899E+6	-5.188E+6	52.41E+6
1749	C3		600	-18.23E+6	-16.67E+6	-456800.	154.2E+6
			1041	-18.23E+6	-16.67E+6	-456800.	154.4E+6
1750	C3		1041	-1.849E+6	-9.419E+6	6.205E+6	66.58E+6
			1062	-1.849E+6	-9.419E+6	6.205E+6	73.12E+6
1751	C3		1041	1.940E+6	11.74E+6	-6.855E+6	108.2E+6
			1042	1.940E+6	11.74E+6	-6.855E+6	78.92E+6
1752	C3		601	-27.79E+6	-28.84E+6	-481600.	248.4E+6
			1042	-27.79E+6	-28.84E+6	-481600.	248.7E+6
1753	C3		1042	-2.143E+6	-14.15E+6	7.823E+6	88.22E+6
			1063	-2.143E+6	-14.15E+6	7.823E+6	95.26E+6
1754	C3		1042	2.266E+6	17.99E+6	-9.014E+6	120.7E+6
			1043	2.266E+6	17.99E+6	-9.014E+6	101.9E+6
1755	C3		602	-42.36E+6	-38.82E+6	-390900.	354.9E+6
			1043	-42.36E+6	-38.82E+6	-390900.	355.2E+6
1756	C3		1043	-2.199E+6	-20.86E+6	9.330E+6	117.3E+6
			1064	-2.199E+6	-20.86E+6	9.330E+6	129.7E+6
1757	C3		1043	2.378E+6	22.37E+6	-11.28E+6	120.3E+6
			1044	2.378E+6	22.37E+6	-11.28E+6	116.6E+6
1758	C3		603	-62.55E+6	-42.06E+6	-314800.	457.3E+6
			1044	-62.55E+6	-42.06E+6	-314800.	457.5E+6
1759	C3		1044	-1.726E+6	-29.05E+6	9.890E+6	149.7E+6
			1065	-1.726E+6	-29.05E+6	9.890E+6	175.9E+6
1760	C3		1044	1.779E+6	21.84E+6	-11.80E+6	118.6E+6
			1045	1.779E+6	21.84E+6	-11.80E+6	135.5E+6
1761	C3		604	-86.42E+6	-31.97E+6	-864200.	520.4E+6
			1045	-86.42E+6	-31.97E+6	-864200.	521.2E+6
1762	C3		1045	82090.	-36.93E+6	7.550E+6	174.0E+6
			1066	82090.	-36.93E+6	7.550E+6	228.7E+6
1763	C3		1045	-1.133E+6	11.83E+6	-6.343E+6	62.52E+6
			1046	-1.133E+6	11.83E+6	-6.343E+6	118.7E+6
1764	C3		605	-104.4E+6	-6.081E+6	-708900.	495.1E+6
			1046	-104.4E+6	-6.081E+6	-708900.	497.4E+6
1765	C3		1046	4.088E+6	-41.24E+6	901000.	204.9E+6
			1067	4.088E+6	-41.24E+6	901000.	279.7E+6
1766	C3		1046	-7.383E+6	-5.719E+6	5.607E+6	121.0E+6
			1047	-7.383E+6	-5.719E+6	5.607E+6	74.17E+6
1767	C3		606	-90.77E+6	18.71E+6	-301700.	485.9E+6
			1047	-90.77E+6	18.71E+6	-301700.	485.9E+6
1768	C3		1047	7.287E+6	-39.81E+6	-5.402E+6	225.8E+6
			1068	7.287E+6	-39.81E+6	-5.402E+6	280.9E+6
1769	C3		1047	-8.517E+6	-14.66E+6	9.871E+6	135.7E+6
			1048	-8.517E+6	-14.66E+6	9.871E+6	121.5E+6
1770	C3		607	-71.63E+6	26.29E+6	-388000.	431.4E+6
			1048	-71.63E+6	26.29E+6	-388000.	431.2E+6
1771	C3		1048	7.041E+6	-34.51E+6	-6.940E+6	215.7E+6
			1069	7.041E+6	-34.51E+6	-6.940E+6	249.9E+6
1772	C3		1048	-6.605E+6	-13.60E+6	8.076E+6	96.33E+6
			1049	-6.605E+6	-13.60E+6	8.076E+6	110.9E+6
1773	C3		608	-57.01E+6	20.61E+6	156900.	342.5E+6
			1049	-57.01E+6	20.61E+6	156900.	342.6E+6
1774	C3		1049	5.073E+6	-29.02E+6	-5.565E+6	191.6E+6
			1070	5.073E+6	-29.02E+6	-5.565E+6	215.1E+6
1775	C3		1049	-4.326E+6	-7.805E+6	4.851E+6	45.88E+6
			1050	-4.326E+6	-7.805E+6	4.851E+6	70.86E+6
1776	C3		609	-47.60E+6	10.29E+6	1.209E+6	257.9E+6
			1050	-47.60E+6	10.29E+6	1.209E+6	258.8E+6
1777	C3		1050	2.410E+6	-24.74E+6	-3.607E+6	165.1E+6
			1071	2.410E+6	-24.74E+6	-3.607E+6	184.8E+6
1778	C3		610	-1.965E+6	2.506E+6	-222400.	20.93E+6
			1051	-1.965E+6	2.506E+6	-222400.	20.78E+6
1779	C3		1051	319000.	1.688E+6	67080.	85.74E+6
			1072	319000.	1.688E+6	67080.	72.18E+6
1780	C3		1051	-652800.	-1.867E+6	364200.	15.38E+6
			1052	-652800.	-1.867E+6	364200.	9.081E+6
1781	C3		611	-1.266E+6	5.146E+6	-370100.	29.83E+6
			1052	-1.266E+6	5.146E+6	-370100.	29.60E+6
1782	C3		1052	1.256E+6	1.778E+6	-263300.	92.48E+6
			1073	1.256E+6	1.778E+6	-263300.	78.21E+6
1783	C3		1052	-1.993E+6	-3.328E+6	849800.	30.09E+6
			1053	-1.993E+6	-3.328E+6	849800.	23.18E+6
1784	C3		612	-1.108E+6	7.627E+6	-644600.	40.51E+6
			1053	-1.108E+6	7.627E+6	-644600.	40.09E+6
1785	C3		1053	2.796E+6	1.705E+6	-385900.	101.2E+6
			1074	2.796E+6	1.705E+6	-385900.	87.44E+6
1786	C3		1053	-4.205E+6	-4.472E+6	1.004E+6	46.50E+6
			1054	-4.205E+6	-4.472E+6	1.004E+6	42.52E+6
1787	C3		613	-1.111E+6	9.491E+6	-807200.	49.02E+6
			1054	-1.111E+6	9.491E+6	-807200.	48.49E+6
1788	C3		1054	3.790E+6	1.488E+6	-209400.	102.6E+6
			1075	3.790E+6	1.488E+6	-209400.	90.34E+6
1789	C3		1054	-4.448E+6	-5.206E+6	867200.	52.27E+6
			1055	-4.448E+6	-5.206E+6	867200.	53.94E+6
1790	C3		614	-1.738E+6	10.60E+6	-854800.	56.54E+6
			1055	-1.738E+6	10.60E+6	-854800.	55.98E+6
1791	C3		1055	3.213E+6	995800.	254000.	93.46E+6
			1076	3.213E+6	995800.	254000.	85.11E+6
1792	C3		1055	-2.984E+6	-5.564E+6	310400.	50.10E+6
			1056	-2.984E+6	-5.564E+6	310400.	56.47E+6
1793	C3		615	-2.495E+6	10.90E+6	-630500.	60.77E+6
			1056	-2.495E+6	10.90E+6	-630500.	60.36E+6
1794	C3		1056	1.897E+6	413800.	931600.	77.44E+6
			1077	1.897E+6	413800.	931600.	73.75E+6
1795	C3		1056	-1.614E+6	-5.480E+6	-619300.	47.42E+6
			1057	-1.614E+6	-5.480E+6	-619300.	57.09E+6
1796	C3		616	-2.683E+6	10.32E+6	-338200.	58.76E+6
			1057	-2.683E+6	10.32E+6	-338200.	58.53E+6
1797	C3		1057	810700.	90680.	1.735E+6	61.78E+6
			1078	810700.	90680.	1.735E+6	60.73E+6
1798	C3		1057	-666600.	-4.962E+6	-1.601E+6	44.69E+6
			1058	-666600.	-4.962E+6	-1.601E+6	57.37E+6
1799	C3		617	-3.013E+6	8.830E+6	-203800.	53.39E+6
			1058	-3.013E+6	8.830E+6	-203800.	53.26E+6
1800	C3		1058	39780.	-317200.	2.583E+6	47.79E+6
			1079	39780.	-317200.	2.583E+6	50.19E+6
1801	C3		1058	49460.	-3.988E+6	-2.539E+6	41.55E+6
			1059	49460.	-3.988E+6	-2.539E+6	55.97E+6
1802	C3		618	-4.189E+6	6.421E+6	-188600.	47.62E+6
			1059	-4.189E+6	6.421E+6	-188600.	47.49E+6
1803	C3		1059	-546800.	-1.149E+6	3.412E+6	39.49E+6
			1080	-546800.	-1.149E+6	3.412E+6	48.80E+6
1804	C3		1059	643700.	-2.553E+6	-3.448E+6	39.47E+6
			1060	643700.	-2.553E+6	-3.448E+6	56.56E+6
1805	C3		619	-6.605E+6	3.059E+6	-225000.	43.65E+6
			1060	-6.605E+6	3.059E+6	-225000.	43.60E+6
1806	C3		1060	-1.012E+6	-2.473E+6	4.141E+6	36.05E+6
			1081	-1.012E+6	-2.473E+6	4.141E+6	51.49E+6
1807	C3		1060	1.140E+6	-1.020E+6	-4.375E+6	48.08E+6
			1061	1.140E+6	-1.020E+6	-4.375E+6	56.06E+6
1808	C3		620	-10.59E+6	-2.590E+6	-272000.	60.79E+6
			1061	-10.59E+6	-2.590E+6	-272000.	60.85E+6
1809	C3		1061	-1.372E+6	-4.037E+6	5.042E+6	43.79E+6
			1082	-1.372E+6	-4.037E+6	5.042E+6	57.55E+6
1810	C3		1061	1.532E+6	3.067E+6	-5.384E+6	67.46E+6
			1062	1.532E+6	3.067E+6	-5.384E+6	44.03E+6
1811	C3		621	-16.55E+6	-10.88E+6	-297000.	122.0E+6
			1062	-16.55E+6	-10.88E+6	-297000.	122.2E+6
1812	C3		1062	-1.602E+6	-7.597E+6	5.944E+6	60.89E+6
			1083	-1.602E+6	-7.597E+6	5.944E+6	74.93E+6
1813	C3		1062	1.797E+6	7.901E+6	-6.500E+6	84.00E+6
			1063	1.797E+6	7.901E+6	-6.500E+6	61.73E+6
1814	C3		622	-24.94E+6	-19.35E+6	-264400.	195.0E+6
			1063	-24.94E+6	-19.35E+6	-264400.	195.2E+6
1815	C3		1063	-1.660E+6	-11.58E+6	6.583E+6	79.76E+6
			1084	-1.660E+6	-11.58E+6	6.583E+6	97.35E+6
1816	C3		1063	1.906E+6	12.00E+6	-7.590E+6	90.07E+6
			1064	1.906E+6	12.00E+6	-7.590E+6	76.92E+6
1817	C3		623	-35.84E+6	-25.12E+6	-163900.	267.6E+6
			1064	-35.84E+6	-25.12E+6	-163900.	267.7E+6
1818	C3		1064	-1.480E+6	-16.16E+6	6.914E+6	101.1E+6
			1085	-1.480E+6	-16.16E+6	6.914E+6	126.4E+6
1819	C3		1064	1.762E+6	13.96E+6	-8.110E+6	80.49E+6
			1065	1.762E+6	13.96E+6	-8.110E+6	81.59E+6
1820	C3		624	-48.36E+6	-25.54E+6	-167500.	324.6E+6
			1065	-48.36E+6	-25.54E+6	-167500.	324.7E+6
1821	C3		1065	-821900.	-20.83E+6	6.301E+6	122.1E+6
			1086	-821900.	-20.83E+6	6.301E+6	160.0E+6
1822	C3		1065	935900.	12.40E+6	-6.825E+6	61.29E+6
			1066	935900.	12.40E+6	-6.825E+6	70.35E+6
1823	C3		625	-60.37E+6	-18.90E+6	-731100.	350.3E+6
			1066	-60.37E+6	-18.90E+6	-731100.	350.8E+6
1824	C3		1066	948800.	-24.79E+6	4.158E+6	142.5E+6
			1087	948800.	-24.79E+6	4.158E+6	200.2E+6
1825	C3		1066	-1.834E+6	6.896E+6	-2.581E+6	39.01E+6
			1067	-1.834E+6	6.896E+6	-2.581E+6	62.23E+6
1826	C3		626	-68.87E+6	-6.748E+6	-961000.	339.6E+6
			1067	-68.87E+6	-6.748E+6	-961000.	340.1E+6
1827	C3		1067	4.433E+6	-27.77E+6	758300.	178.7E+6
			1088	4.433E+6	-27.77E+6	758300.	242.7E+6
1828	C3		1067	-7.224E+6	-121000.	2.056E+6	62.48E+6
			1068	-7.224E+6	-121000.	2.056E+6	58.87E+6
1829	C3		627	-66.22E+6	5.153E+6	-943300.	321.9E+6
			1068	-66.22E+6	5.153E+6	-943300.	321.3E+6
1830	C3		1068	7.079E+6	-27.92E+6	-2.408E+6	197.0E+6
			1089	7.079E+6	-27.92E+6	-2.408E+6	256.9E+6
1831	C3		1068	-8.201E+6	-5.378E+6	5.492E+6	77.43E+6
			1069	-8.201E+6	-5.378E+6	5.492E+6	67.82E+6
1832	C3		628	-59.39E+6	11.24E+6	-1.020E+6	315.4E+6
			1069	-59.39E+6	11.24E+6	-1.020E+6	314.7E+6
1833	C3		1069	6.598E+6	-26.67E+6	-3.902E+6	196.9E+6
			1090	6.598E+6	-26.67E+6	-3.902E+6	247.0E+6
1834	C3		1069	-6.170E+6	-6.551E+6	5.612E+6	59.91E+6
			1070	-6.170E+6	-6.551E+6	5.612E+6	66.82E+6
1835	C3		629	-52.09E+6	10.45E+6	-465100.	279.1E+6
			1070	-52.09E+6	10.45E+6	-465100.	278.8E+6
1836	C3		1070	4.474E+6	-24.60E+6	-3.597E+6	183.4E+6
			1091	4.474E+6	-24.60E+6	-3.597E+6	225.7E+6
1837	C3		1070	-3.670E+6	-4.303E+6	3.726E+6	30.31E+6
			1071	-3.670E+6	-4.303E+6	3.726E+6	45.18E+6
1838	C3		630	-46.16E+6	5.694E+6	453800.	233.1E+6
			1071	-46.16E+6	5.694E+6	453800.	233.4E+6
1839	C3		1071	1.944E+6	-22.37E+6	-2.373E+6	164.9E+6
			1092	1.944E+6	-22.37E+6	-2.373E+6	203.1E+6
1840	C3		631	7.387E+6	1.410E+6	-410600.	40.23E+6
			1072	7.387E+6	1.410E+6	-410600.	40.50E+6
1841	C3		1072	323300.	6.084E+6	63210.	99.05E+6
			1093	323300.	6.084E+6	63210.	67.31E+6
1842	C3		1072	-619800.	-1.062E+6	374200.	10.37E+6
			1073	-619800.	-1.062E+6	374200.	5.580E+6
1843	C3		632	7.654E+6	3.078E+6	-535900.	48.23E+6
			1073	7.654E+6	3.078E+6	-535900.	48.58E+6
1844	C3		1073	1.288E+6	6.097E+6	-317900.	105.6E+6
			1094	1.288E+6	6.097E+6	-317900.	72.88E+6
1845	C3		1073	-2.010E+6	-2.048E+6	826300.	22.65E+6
			1074	-2.010E+6	-2.048E+6	826300.	16.47E+6
1846	C3		633	7.519E+6	4.947E+6	-793600.	55.41E+6
			1074	7.519E+6	4.947E+6	-793600.	55.94E+6
1847	C3		1074	2.730E+6	6.002E+6	-394200.	114.3E+6
			1095	2.730E+6	6.002E+6	-394200.	80.15E+6
1848	C3		1074	-3.930E+6	-3.012E+6	863700.	36.54E+6
			1075	-3.930E+6	-3.012E+6	863700.	32.03E+6
1849	C3		634	7.008E+6	6.747E+6	-900700.	60.83E+6
			1075	7.008E+6	6.747E+6	-900700.	61.43E+6
1850	C3		1075	3.574E+6	5.675E+6	-53930.	116.2E+6
			1096	3.574E+6	5.675E+6	-53930.	81.02E+6
1851	C3		1075	-4.095E+6	-3.865E+6	479400.	41.77E+6
			1076	-4.095E+6	-3.865E+6	479400.	41.58E+6
1852	C3		635	5.882E+6	8.307E+6	-868700.	62.83E+6
			1076	5.882E+6	8.307E+6	-868700.	63.42E+6
1853	C3		1076	2.864E+6	5.034E+6	643600.	107.9E+6
			1097	2.864E+6	5.034E+6	643600.	72.98E+6
1854	C3		1076	-2.453E+6	-4.570E+6	-300100.	39.72E+6
			1077	-2.453E+6	-4.570E+6	-300100.	43.28E+6
1855	C3		636	4.371E+6	9.406E+6	-578500.	61.39E+6
			1077	4.371E+6	9.406E+6	-578500.	61.78E+6
1856	C3		1077	1.430E+6	4.138E+6	1.540E+6	91.05E+6
			1098	1.430E+6	4.138E+6	1.540E+6	58.09E+6
1857	C3		1077	-1.026E+6	-4.960E+6	-1.407E+6	38.74E+6
			1078	-1.026E+6	-4.960E+6	-1.407E+6	44.87E+6
1858	C3		637	3.398E+6	9.819E+6	-233700.	59.26E+6
			1078	3.398E+6	9.819E+6	-233700.	59.41E+6
1859	C3		1078	350100.	3.448E+6	2.460E+6	74.24E+6
			1099	350100.	3.448E+6	2.460E+6	45.06E+6
1860	C3		1078	-155500.	-4.984E+6	-2.424E+6	38.83E+6
			1079	-155500.	-4.984E+6	-2.424E+6	47.56E+6
1861	C3		638	2.179E+6	9.396E+6	-94930.	52.39E+6
			1079	2.179E+6	9.396E+6	-94930.	52.45E+6
1862	C3		1079	-314000.	2.593E+6	3.276E+6	60.99E+6
			1100	-314000.	2.593E+6	3.276E+6	40.70E+6
1863	C3		1079	419700.	-4.561E+6	-3.260E+6	42.11E+6
			1080	419700.	-4.561E+6	-3.260E+6	51.82E+6
1864	C3		639	115300.	8.035E+6	-81690.	38.05E+6
			1080	115300.	8.035E+6	-81690.	38.10E+6
1865	C3		1080	-739500.	1.307E+6	3.934E+6	51.01E+6
			1101	-739500.	1.307E+6	3.934E+6	41.14E+6
1866	C3		1080	840900.	-3.683E+6	-3.959E+6	42.13E+6
			1081	840900.	-3.683E+6	-3.959E+6	55.10E+6
1867	C3		640	-2.963E+6	5.611E+6	-107400.	38.81E+6
			1081	-2.963E+6	5.611E+6	-107400.	38.74E+6
1868	C3		1081	-1.010E+6	-537700.	4.517E+6	41.72E+6
			1102	-1.010E+6	-537700.	4.517E+6	46.09E+6
1869	C3		1081	1.140E+6	-2.274E+6	-4.572E+6	37.84E+6
			1082	1.140E+6	-2.274E+6	-4.572E+6	54.82E+6
1870	C3		641	-7.128E+6	1.501E+6	-132700.	39.56E+6
			1082	-7.128E+6	1.501E+6	-132700.	39.59E+6
1871	C3		1082	-1.136E+6	-3.274E+6	4.805E+6	40.86E+6
			1103	-1.136E+6	-3.274E+6	4.805E+6	58.10E+6
1872	C3		1082	1.316E+6	122900.	-5.134E+6	49.79E+6
			1083	1.316E+6	122900.	-5.134E+6	48.86E+6
1873	C3		642	-12.46E+6	-4.924E+6	-135500.	78.85E+6
			1083	-12.46E+6	-4.924E+6	-135500.	78.84E+6
1874	C3		1083	-1.118E+6	-5.230E+6	4.974E+6	50.90E+6
			1104	-1.118E+6	-5.230E+6	4.974E+6	70.22E+6
1875	C3		1083	1.353E+6	4.467E+6	-5.613E+6	65.61E+6
			1084	1.353E+6	4.467E+6	-5.613E+6	45.36E+6
1876	C3		643	-18.96E+6	-11.68E+6	-101700.	136.1E+6
			1084	-18.96E+6	-11.68E+6	-101700.	136.2E+6
1877	C3		1084	-940800.	-7.953E+6	5.112E+6	65.08E+6
			1105	-940800.	-7.953E+6	5.112E+6	89.26E+6
1878	C3		1084	1.222E+6	7.498E+6	-5.844E+6	69.63E+6
			1085	1.222E+6	7.498E+6	-5.844E+6	56.57E+6
1879	C3		644	-26.25E+6	-15.96E+6	-53070.	186.4E+6
			1085	-26.25E+6	-15.96E+6	-53070.	186.4E+6
1880	C3		1085	-539300.	-10.84E+6	4.783E+6	80.62E+6
			1106	-539300.	-10.84E+6	4.783E+6	112.7E+6
1881	C3		1085	834700.	8.841E+6	-5.451E+6	61.93E+6
			1086	834700.	8.841E+6	-5.451E+6	58.36E+6
1882	C3		645	-33.41E+6	-16.63E+6	-161000.	220.9E+6
			1086	-33.41E+6	-16.63E+6	-161000.	221.0E+6
1883	C3		1086	281000.	-13.42E+6	3.836E+6	95.89E+6
			1107	281000.	-13.42E+6	3.836E+6	141.6E+6
1884	C3		1086	-164500.	8.098E+6	-3.889E+6	46.45E+6
			1087	-164500.	8.098E+6	-3.889E+6	47.98E+6
1885	C3		646	-39.67E+6	-13.52E+6	-732700.	235.7E+6
			1087	-39.67E+6	-13.52E+6	-732700.	236.2E+6
1886	C3		1087	2.032E+6	-15.62E+6	2.210E+6	122.9E+6
			1108	2.032E+6	-15.62E+6	2.210E+6	178.4E+6
1887	C3		1087	-2.772E+6	5.595E+6	-1.065E+6	35.42E+6
			1088	-2.772E+6	5.595E+6	-1.065E+6	40.50E+6
1888	C3		647	-45.01E+6	-7.809E+6	-1.116E+6	236.3E+6
			1088	-45.01E+6	-7.809E+6	-1.116E+6	237.1E+6
1889	C3		1088	5.106E+6	-17.72E+6	200900.	156.4E+6
			1109	5.106E+6	-17.72E+6	200900.	217.1E+6
1890	C3		1088	-7.368E+6	2.232E+6	1.497E+6	40.92E+6
			1089	-7.368E+6	2.232E+6	1.497E+6	48.78E+6
1891	C3		648	-45.61E+6	-1.842E+6	-1.246E+6	215.5E+6
			1089	-45.61E+6	-1.842E+6	-1.246E+6	216.3E+6
1892	C3		1089	7.298E+6	-18.50E+6	-1.584E+6	175.2E+6
			1110	7.298E+6	-18.50E+6	-1.584E+6	236.5E+6
1893	C3		1089	-8.125E+6	-513400.	3.560E+6	44.94E+6
			1090	-8.125E+6	-513400.	3.560E+6	43.52E+6
1894	C3		649	-44.34E+6	2.102E+6	-1.300E+6	211.6E+6
			1090	-44.34E+6	2.102E+6	-1.300E+6	210.7E+6
1895	C3		1090	6.572E+6	-18.70E+6	-2.555E+6	177.8E+6
			1111	6.572E+6	-18.70E+6	-2.555E+6	236.1E+6
1896	C3		1090	-5.879E+6	-1.812E+6	3.915E+6	35.05E+6
