Arup

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 04/12/2014 13:36:00

GSA 8.7.0.36 64-bit Copyright © Oasys 1985-2014

Beam Derived Stresses
Stresses are calculated only for elements that have unmodified Area, Iyy and Izz or for which
the 'Stress Calc. Basis' is specified as 'Section'.
The 'Stress Calc. Basis' is reported only for sections that have modified Area, Iyy or Izz.

+ve stresses:  tensile

SEy and SEz are the maximum elastic shear stresses.  (Refer to the GSA manual for details.)

Torsional stress:  St = Mxx/Ct
- where Ct is the 'torsion modulus'.  (Refer to the GSA manual for details.)

Von Mises stress:  This is calculated assuming the maximum through thickness stress and torsional stress coexist.
In most cases this is an over-estimate of the von Mises stress.

Case list:  C3 : ULS3

START_TABLE Beam Derived Stresses
Elem	Case	Stress Calc. Basis	Pos	SEy	SEz	St	Von Mises
				[Pa]	[Pa]	[Pa]	[Pa]
			956	-3.858E+6	3.668E+6	70960.	94.34E+6
1498	C3		515	-3.911E+6	-13.82E+6	1.013E+6	79.95E+6
			956	-3.911E+6	-13.82E+6	1.013E+6	79.16E+6
1499	C3		956	4.111E+6	-3.452E+6	-243200.	36.52E+6
			977	4.111E+6	-3.452E+6	-243200.	32.29E+6
1500	C3		956	-3.849E+6	9.756E+6	448000.	147.9E+6
			957	-3.849E+6	9.756E+6	448000.	98.53E+6
1501	C3		516	-94350.	-29.12E+6	936400.	135.0E+6
			957	-94350.	-29.12E+6	936400.	134.3E+6
1502	C3		957	4.205E+6	-1.488E+6	-629500.	36.10E+6
			978	4.205E+6	-1.488E+6	-629500.	25.69E+6
1503	C3		957	-4.182E+6	19.39E+6	1.758E+6	181.0E+6
			958	-4.182E+6	19.39E+6	1.758E+6	128.4E+6
1504	C3		517	6.038E+6	-49.11E+6	637400.	247.8E+6
			958	6.038E+6	-49.11E+6	637400.	248.2E+6
1505	C3		958	4.584E+6	717900.	-1.666E+6	46.46E+6
			979	4.584E+6	717900.	-1.666E+6	53.55E+6
1506	C3		958	-4.839E+6	30.87E+6	4.998E+6	213.1E+6
			959	-4.839E+6	30.87E+6	4.998E+6	164.2E+6
1507	C3		518	18.24E+6	-72.47E+6	24190.	401.7E+6
			959	18.24E+6	-72.47E+6	24190.	402.0E+6
1508	C3		959	5.169E+6	5.936E+6	-5.497E+6	60.94E+6
			980	5.169E+6	5.936E+6	-5.497E+6	107.8E+6
1509	C3		959	-5.683E+6	45.45E+6	12.00E+6	251.8E+6
			960	-5.683E+6	45.45E+6	12.00E+6	218.7E+6
1510	C3		519	45.29E+6	-90.30E+6	-985900.	594.7E+6
			960	45.29E+6	-90.30E+6	-985900.	592.6E+6
1511	C3		960	5.545E+6	25.93E+6	-14.48E+6	154.9E+6
			981	5.545E+6	25.93E+6	-14.48E+6	248.2E+6
1512	C3		960	-5.977E+6	54.55E+6	18.21E+6	296.8E+6
			961	-5.977E+6	54.55E+6	18.21E+6	333.8E+6
1513	C3		520	86.42E+6	-70.72E+6	-1.699E+6	691.7E+6
			961	86.42E+6	-70.72E+6	-1.699E+6	683.0E+6
1514	C3		961	4.239E+6	70.64E+6	-5.032E+6	340.9E+6
			982	4.239E+6	70.64E+6	-5.032E+6	499.0E+6
1515	C3		961	-3.402E+6	29.81E+6	-2.570E+6	145.8E+6
			962	-3.402E+6	29.81E+6	-2.570E+6	292.8E+6
1516	C3		521	71.23E+6	-24750.	-898800.	364.4E+6
			962	71.23E+6	-24750.	-898800.	380.2E+6
1517	C3		962	3.122E+6	23.45E+6	5.132E+6	148.2E+6
			983	3.122E+6	23.45E+6	5.132E+6	260.3E+6
1518	C3		962	-2.353E+6	-30.65E+6	-5.397E+6	285.3E+6
			963	-2.353E+6	-30.65E+6	-5.397E+6	153.7E+6
1519	C3		522	69.55E+6	55.18E+6	352000.	546.6E+6
			963	69.55E+6	55.18E+6	352000.	543.3E+6
1520	C3		963	1.872E+6	52.48E+6	9.312E+6	247.5E+6
			984	1.872E+6	52.48E+6	9.312E+6	387.7E+6
1521	C3		963	393900.	-39.17E+6	-18.31E+6	245.5E+6
			964	393900.	-39.17E+6	-18.31E+6	224.4E+6
1522	C3		523	32.79E+6	60.10E+6	-182000.	407.5E+6
			964	32.79E+6	60.10E+6	-182000.	406.8E+6
1523	C3		964	-295500.	17.41E+6	14.96E+6	92.61E+6
			985	-295500.	17.41E+6	14.96E+6	171.3E+6
1524	C3		964	1.645E+6	-27.84E+6	-12.34E+6	141.0E+6
			965	1.645E+6	-27.84E+6	-12.34E+6	176.1E+6
1525	C3		524	8.814E+6	38.69E+6	-1.067E+6	211.9E+6
			965	8.814E+6	38.69E+6	-1.067E+6	212.8E+6
1526	C3		965	-1.483E+6	705700.	7.661E+6	51.40E+6
			986	-1.483E+6	705700.	7.661E+6	58.28E+6
1527	C3		965	2.563E+6	-12.70E+6	-6.264E+6	55.54E+6
			966	2.563E+6	-12.70E+6	-6.264E+6	96.52E+6
1528	C3		525	-3.671E+6	16.59E+6	-2.670E+6	93.70E+6
			966	-3.671E+6	16.59E+6	-2.670E+6	91.92E+6
1529	C3		966	-1.588E+6	-5.436E+6	4.687E+6	55.14E+6
			987	-1.588E+6	-5.436E+6	4.687E+6	33.35E+6
1530	C3		526	-44.91E+6	1.021E+6	933100.	207.2E+6
			967	-44.91E+6	1.021E+6	933100.	208.4E+6
1531	C3		967	1.269E+6	-21.60E+6	-267400.	116.3E+6
			988	1.269E+6	-21.60E+6	-267400.	140.6E+6
1532	C3		967	-1.903E+6	-613700.	-1.699E+6	16.68E+6
			968	-1.903E+6	-613700.	-1.699E+6	10.34E+6
1533	C3		527	-45.84E+6	5.523E+6	650900.	229.4E+6
			968	-45.84E+6	5.523E+6	650900.	230.0E+6
1534	C3		968	2.538E+6	-20.77E+6	-171700.	119.2E+6
			989	2.538E+6	-20.77E+6	-171700.	151.6E+6
1535	C3		968	-2.734E+6	-4.804E+6	-710300.	47.39E+6
			969	-2.734E+6	-4.804E+6	-710300.	24.83E+6
1536	C3		528	-48.69E+6	16.65E+6	485900.	286.4E+6
			969	-48.69E+6	16.65E+6	485900.	287.9E+6
1537	C3		969	4.895E+6	-19.38E+6	-2.232E+6	126.4E+6
			990	4.895E+6	-19.38E+6	-2.232E+6	166.8E+6
1538	C3		969	-7.379E+6	-12.46E+6	4.505E+6	108.3E+6
			970	-7.379E+6	-12.46E+6	4.505E+6	86.24E+6
1539	C3		529	-37.73E+6	27.27E+6	321500.	283.4E+6
			970	-37.73E+6	27.27E+6	321500.	283.8E+6
1540	C3		970	6.997E+6	-16.66E+6	-4.437E+6	126.4E+6
			991	6.997E+6	-16.66E+6	-4.437E+6	156.2E+6
1541	C3		970	-8.019E+6	-16.02E+6	6.044E+6	128.2E+6
			971	-8.019E+6	-16.02E+6	6.044E+6	128.8E+6
1542	C3		530	-26.88E+6	29.25E+6	-79240.	244.9E+6
			971	-26.88E+6	29.25E+6	-79240.	244.9E+6
1543	C3		971	6.805E+6	-13.14E+6	-4.404E+6	111.7E+6
			992	6.805E+6	-13.14E+6	-4.404E+6	130.7E+6
1544	C3		971	-6.926E+6	-14.55E+6	4.487E+6	121.4E+6
			972	-6.926E+6	-14.55E+6	4.487E+6	139.5E+6
1545	C3		531	-20.06E+6	25.35E+6	59290.	198.5E+6
			972	-20.06E+6	25.35E+6	59290.	198.6E+6
1546	C3		972	5.708E+6	-10.13E+6	-3.201E+6	92.07E+6
			993	5.708E+6	-10.13E+6	-3.201E+6	106.0E+6
1547	C3		972	-5.699E+6	-11.55E+6	2.722E+6	110.2E+6
			973	-5.699E+6	-11.55E+6	2.722E+6	136.8E+6
1548	C3		532	-15.75E+6	19.49E+6	327700.	154.3E+6
			973	-15.75E+6	19.49E+6	327700.	154.5E+6
1549	C3		973	4.587E+6	-7.971E+6	-1.955E+6	74.29E+6
			994	4.587E+6	-7.971E+6	-1.955E+6	85.84E+6
1550	C3		973	-4.687E+6	-8.307E+6	1.377E+6	98.65E+6
			974	-4.687E+6	-8.307E+6	1.377E+6	129.8E+6
1551	C3		533	-12.67E+6	13.09E+6	544500.	113.0E+6
			974	-12.67E+6	13.09E+6	544500.	113.4E+6
1552	C3		974	3.624E+6	-6.437E+6	-908900.	59.61E+6
			995	3.624E+6	-6.437E+6	-908900.	69.29E+6
1553	C3		974	-3.868E+6	-4.966E+6	374800.	85.60E+6
			975	-3.868E+6	-4.966E+6	374800.	120.0E+6
1554	C3		534	-10.32E+6	6.242E+6	682800.	73.30E+6
			975	-10.32E+6	6.242E+6	682800.	73.75E+6
1555	C3		975	2.796E+6	-5.368E+6	-41970.	47.70E+6
			996	2.796E+6	-5.368E+6	-41970.	55.10E+6
1556	C3		975	-3.213E+6	-1.357E+6	-371100.	95.68E+6
			976	-3.213E+6	-1.357E+6	-371100.	107.0E+6
1557	C3		535	-8.523E+6	-1.570E+6	751100.	46.51E+6
			976	-8.523E+6	-1.570E+6	751100.	45.93E+6
1558	C3		976	2.087E+6	-4.606E+6	614000.	37.93E+6
			997	2.087E+6	-4.606E+6	614000.	42.07E+6
1559	C3		976	-2.730E+6	2.501E+6	-878100.	113.2E+6
			977	-2.730E+6	2.501E+6	-878100.	92.28E+6
1560	C3		536	-7.150E+6	-12.66E+6	752300.	89.39E+6
			977	-7.150E+6	-12.66E+6	752300.	88.77E+6
1561	C3		977	1.497E+6	-3.800E+6	1.341E+6	28.51E+6
			998	1.497E+6	-3.800E+6	1.341E+6	27.89E+6
1562	C3		977	-2.440E+6	9.688E+6	-1.117E+6	142.7E+6
			978	-2.440E+6	9.688E+6	-1.117E+6	90.82E+6
1563	C3		537	-6.081E+6	-29.23E+6	667000.	159.0E+6
			978	-6.081E+6	-29.23E+6	667000.	158.5E+6
1564	C3		978	1.060E+6	-4.689E+6	2.025E+6	34.03E+6
			999	1.060E+6	-4.689E+6	2.025E+6	23.42E+6
1565	C3		978	-2.406E+6	19.56E+6	-1.005E+6	178.2E+6
			979	-2.406E+6	19.56E+6	-1.005E+6	119.4E+6
1566	C3		538	-5.166E+6	-52.32E+6	471600.	259.2E+6
			979	-5.166E+6	-52.32E+6	471600.	258.7E+6
1567	C3		979	798200.	-5.979E+6	2.724E+6	57.38E+6
			1000	798200.	-5.979E+6	2.724E+6	32.03E+6
1568	C3		979	-2.618E+6	32.76E+6	-354200.	222.7E+6
			980	-2.618E+6	32.76E+6	-354200.	153.0E+6
1569	C3		539	-3.805E+6	-86.01E+6	154600.	403.9E+6
			980	-3.805E+6	-86.01E+6	154600.	405.3E+6
1570	C3		980	695700.	-9.799E+6	5.074E+6	107.0E+6
			1001	695700.	-9.799E+6	5.074E+6	51.74E+6
1571	C3		980	-2.987E+6	56.76E+6	1.388E+6	309.1E+6
			981	-2.987E+6	56.76E+6	1.388E+6	237.0E+6
1572	C3		540	282300.	-133.4E+6	-330800.	616.9E+6
			981	282300.	-133.4E+6	-330800.	602.1E+6
1573	C3		981	946900.	-25.17E+6	9.788E+6	236.9E+6
			1002	946900.	-25.17E+6	9.788E+6	117.8E+6
1574	C3		981	-3.461E+6	104.5E+6	5.259E+6	500.7E+6
			982	-3.461E+6	104.5E+6	5.259E+6	589.8E+6
1575	C3		541	15.01E+6	-78.73E+6	-1.553E+6	508.8E+6
			982	15.01E+6	-78.73E+6	-1.553E+6	534.0E+6
1576	C3		982	2.437E+6	-52.31E+6	-7.528E+6	443.5E+6
			1003	2.437E+6	-52.31E+6	-7.528E+6	234.4E+6
1577	C3		982	-3.436E+6	-8.889E+6	8.904E+6	252.3E+6
			983	-3.436E+6	-8.889E+6	8.904E+6	178.0E+6
1578	C3		542	28.75E+6	5.249E+6	-347900.	154.9E+6
			983	28.75E+6	5.249E+6	-347900.	149.4E+6
1579	C3		983	3.639E+6	28.27E+6	-2.186E+6	134.0E+6
			1004	3.639E+6	28.27E+6	-2.186E+6	362.1E+6
1580	C3		983	-3.497E+6	-4.682E+6	-11.37E+6	209.1E+6
			984	-3.497E+6	-4.682E+6	-11.37E+6	168.8E+6
1581	C3		543	12.72E+6	65.78E+6	1.099E+6	417.8E+6
			984	12.72E+6	65.78E+6	1.099E+6	425.6E+6
1582	C3		984	4.060E+6	-37.05E+6	9.095E+6	358.9E+6
			1005	4.060E+6	-37.05E+6	9.095E+6	166.1E+6
1583	C3		984	-2.469E+6	-76.70E+6	-7.826E+6	447.5E+6
			985	-2.469E+6	-76.70E+6	-7.826E+6	393.2E+6
1584	C3		544	-6.171E+6	92.81E+6	-193400.	452.2E+6
			985	-6.171E+6	92.81E+6	-193400.	443.9E+6
1585	C3		985	3.834E+6	-23.19E+6	-4.215E+6	212.5E+6
			1006	3.834E+6	-23.19E+6	-4.215E+6	111.9E+6
1586	C3		985	-1.257E+6	-36.35E+6	-4.063E+6	164.4E+6
			986	-1.257E+6	-36.35E+6	-4.063E+6	227.5E+6
1587	C3		545	-13.12E+6	48.50E+6	-584300.	272.9E+6
			986	-13.12E+6	48.50E+6	-584300.	273.6E+6
1588	C3		986	2.532E+6	-14.09E+6	-1.283E+6	115.2E+6
			1007	2.532E+6	-14.09E+6	-1.283E+6	63.02E+6
1589	C3		986	19200.	-13.79E+6	-2.246E+6	46.20E+6
			987	19200.	-13.79E+6	-2.246E+6	95.15E+6
1590	C3		546	-17.17E+6	18.70E+6	-1.348E+6	159.1E+6
			987	-17.17E+6	18.70E+6	-1.348E+6	158.1E+6
1591	C3		987	1.122E+6	-12.65E+6	281000.	81.80E+6
			1008	1.122E+6	-12.65E+6	281000.	49.55E+6
1592	C3		547	-36.02E+6	3.500E+6	990300.	177.4E+6
			988	-36.02E+6	3.500E+6	990300.	178.0E+6
1593	C3		988	916700.	-15.67E+6	-809000.	98.28E+6
			1009	916700.	-15.67E+6	-809000.	132.9E+6
1594	C3		988	-1.567E+6	-2.644E+6	-32280.	25.26E+6
			989	-1.567E+6	-2.644E+6	-32280.	14.82E+6
1595	C3		548	-33.89E+6	8.470E+6	619300.	187.7E+6
			989	-33.89E+6	8.470E+6	619300.	188.1E+6
1596	C3		989	2.048E+6	-14.12E+6	-1.057E+6	99.71E+6
			1010	2.048E+6	-14.12E+6	-1.057E+6	136.9E+6
1597	C3		989	-2.587E+6	-5.992E+6	1.158E+6	50.16E+6
			990	-2.587E+6	-5.992E+6	1.158E+6	36.12E+6
1598	C3		549	-32.31E+6	14.80E+6	320100.	206.9E+6
			990	-32.31E+6	14.80E+6	320100.	207.1E+6
1599	C3		990	4.093E+6	-12.95E+6	-1.833E+6	108.5E+6
			1011	4.093E+6	-12.95E+6	-1.833E+6	145.8E+6
1600	C3		990	-6.359E+6	-9.205E+6	2.567E+6	85.26E+6
			991	-6.359E+6	-9.205E+6	2.567E+6	75.02E+6
1601	C3		550	-27.25E+6	20.05E+6	57440.	206.8E+6
			991	-27.25E+6	20.05E+6	57440.	206.8E+6
1602	C3		991	5.785E+6	-11.26E+6	-2.563E+6	107.1E+6
			1012	5.785E+6	-11.26E+6	-2.563E+6	140.4E+6
1603	C3		991	-6.876E+6	-11.30E+6	3.710E+6	100.2E+6
			992	-6.876E+6	-11.30E+6	3.710E+6	101.9E+6
1604	C3		551	-22.23E+6	22.06E+6	-262800.	193.7E+6
			992	-22.23E+6	22.06E+6	-262800.	193.5E+6
1605	C3		992	5.476E+6	-9.776E+6	-2.621E+6	97.44E+6
			1013	5.476E+6	-9.776E+6	-2.621E+6	124.1E+6
1606	C3		992	-5.696E+6	-11.33E+6	3.279E+6	99.96E+6
			993	-5.696E+6	-11.33E+6	3.279E+6	112.9E+6
1607	C3		552	-18.01E+6	20.70E+6	-140300.	169.4E+6
			993	-18.01E+6	20.70E+6	-140300.	169.3E+6
1608	C3		993	4.311E+6	-8.291E+6	-1.980E+6	82.82E+6
			1014	4.311E+6	-8.291E+6	-1.980E+6	103.9E+6
1609	C3		993	-4.394E+6	-9.840E+6	2.087E+6	93.56E+6
			994	-4.394E+6	-9.840E+6	2.087E+6	114.4E+6
1610	C3		553	-14.61E+6	17.16E+6	95630.	139.3E+6
			994	-14.61E+6	17.16E+6	95630.	139.3E+6
1611	C3		994	3.146E+6	-6.873E+6	-1.016E+6	67.43E+6
			1015	3.146E+6	-6.873E+6	-1.016E+6	84.51E+6
1612	C3		994	-3.312E+6	-7.605E+6	855600.	84.65E+6
			995	-3.312E+6	-7.605E+6	855600.	110.7E+6
1613	C3		554	-12.05E+6	12.41E+6	252500.	107.5E+6
			995	-12.05E+6	12.41E+6	252500.	107.6E+6
1614	C3		995	2.132E+6	-5.760E+6	15430.	53.88E+6
			1016	2.132E+6	-5.760E+6	15430.	67.74E+6
1615	C3		995	-2.391E+6	-4.949E+6	-222500.	73.36E+6
			996	-2.391E+6	-4.949E+6	-222500.	103.5E+6
1616	C3		555	-10.38E+6	6.726E+6	311900.	75.71E+6
			996	-10.38E+6	6.726E+6	311900.	75.92E+6
1617	C3		996	1.220E+6	-5.123E+6	1.041E+6	43.46E+6
			1017	1.220E+6	-5.123E+6	1.041E+6	54.08E+6
1618	C3		996	-1.584E+6	-1.859E+6	-1.160E+6	77.28E+6
			997	-1.584E+6	-1.859E+6	-1.160E+6	92.53E+6
1619	C3		556	-9.693E+6	-354200.	296400.	46.64E+6
			997	-9.693E+6	-354200.	296400.	46.44E+6
1620	C3		997	383200.	-5.189E+6	2.148E+6	37.07E+6
			1018	383200.	-5.189E+6	2.148E+6	43.99E+6
1621	C3		997	-883100.	2.068E+6	-2.017E+6	94.32E+6
			998	-883100.	2.068E+6	-2.017E+6	76.71E+6
1622	C3		557	-10.18E+6	-10.42E+6	223600.	90.99E+6
			998	-10.18E+6	-10.42E+6	223600.	90.72E+6
1623	C3		998	-376300.	-6.511E+6	3.170E+6	42.64E+6
			1019	-376300.	-6.511E+6	3.170E+6	39.70E+6
1624	C3		998	-296200.	7.938E+6	-2.901E+6	118.1E+6
			999	-296200.	7.938E+6	-2.901E+6	69.12E+6
1625	C3		558	-12.32E+6	-25.80E+6	103700.	169.1E+6
			999	-12.32E+6	-25.80E+6	103700.	169.0E+6
1626	C3		999	-1.052E+6	-7.848E+6	4.494E+6	49.00E+6
			1020	-1.052E+6	-7.848E+6	4.494E+6	38.48E+6
1627	C3		999	140200.	17.81E+6	-4.092E+6	153.8E+6
			1000	140200.	17.81E+6	-4.092E+6	101.5E+6
1628	C3		559	-17.38E+6	-47.19E+6	-32090.	285.3E+6
			1000	-17.38E+6	-47.19E+6	-32090.	285.3E+6
1629	C3		1000	-1.641E+6	-11.81E+6	6.817E+6	75.23E+6
			1021	-1.641E+6	-11.81E+6	6.817E+6	62.32E+6
1630	C3		1000	440600.	30.27E+6	-6.436E+6	192.6E+6
			1001	440600.	30.27E+6	-6.436E+6	140.0E+6
1631	C3		560	-28.70E+6	-74.70E+6	-97190.	454.8E+6
			1001	-28.70E+6	-74.70E+6	-97190.	455.0E+6
1632	C3		1001	-2.100E+6	-20.31E+6	10.93E+6	134.0E+6
			1022	-2.100E+6	-20.31E+6	10.93E+6	111.1E+6
1633	C3		1001	645700.	47.52E+6	-11.61E+6	253.4E+6
			1002	645700.	47.52E+6	-11.61E+6	201.9E+6
1634	C3		561	-54.14E+6	-103.9E+6	-57500.	691.4E+6
			1002	-54.14E+6	-103.9E+6	-57500.	690.2E+6
1635	C3		1002	-2.114E+6	-37.23E+6	16.99E+6	230.8E+6
			1023	-2.114E+6	-37.23E+6	16.99E+6	202.3E+6
1636	C3		1002	350700.	66.81E+6	-15.50E+6	353.1E+6
			1003	350700.	66.81E+6	-15.50E+6	362.9E+6
1637	C3		562	-93.61E+6	-108.3E+6	-957700.	892.3E+6
			1003	-93.61E+6	-108.3E+6	-957700.	877.3E+6
1638	C3		1003	-577700.	-68.01E+6	19.42E+6	391.0E+6
			1024	-577700.	-68.01E+6	19.42E+6	347.5E+6
1639	C3		1003	-2.432E+6	75.88E+6	3.989E+6	339.5E+6
			1004	-2.432E+6	75.88E+6	3.989E+6	553.1E+6
1640	C3		563	-75.58E+6	-462300.	-12810.	447.1E+6
			1004	-75.58E+6	-462300.	-12810.	506.8E+6
1641	C3		1004	3.984E+6	-122.0E+6	-896100.	696.7E+6
			1025	3.984E+6	-122.0E+6	-896100.	564.1E+6
1642	C3		1004	-5.342E+6	-76.95E+6	-816000.	562.1E+6
			1005	-5.342E+6	-76.95E+6	-816000.	361.1E+6
1643	C3		564	-83.96E+6	94.74E+6	1.039E+6	789.6E+6
			1005	-83.96E+6	94.74E+6	1.039E+6	776.8E+6
1644	C3		1005	7.691E+6	-65.98E+6	-18.27E+6	399.5E+6
			1026	7.691E+6	-65.98E+6	-18.27E+6	349.2E+6
1645	C3		1005	-6.344E+6	-52.89E+6	10.50E+6	310.6E+6
			1006	-6.344E+6	-52.89E+6	10.50E+6	329.7E+6
1646	C3		565	-54.89E+6	75.85E+6	228600.	570.5E+6
			1006	-54.89E+6	75.85E+6	228600.	570.1E+6
1647	C3		1006	7.422E+6	-37.84E+6	-12.60E+6	236.3E+6
			1027	7.422E+6	-37.84E+6	-12.60E+6	204.0E+6
1648	C3		1006	-4.746E+6	-30.97E+6	6.737E+6	154.7E+6
			1007	-4.746E+6	-30.97E+6	6.737E+6	212.2E+6
1649	C3		566	-37.92E+6	43.01E+6	349000.	353.8E+6
			1007	-37.92E+6	43.01E+6	349000.	354.1E+6
1650	C3		1007	5.640E+6	-25.23E+6	-6.817E+6	156.1E+6
			1028	5.640E+6	-25.23E+6	-6.817E+6	124.8E+6
1651	C3		1007	-3.114E+6	-13.16E+6	2.632E+6	54.51E+6
			1008	-3.114E+6	-13.16E+6	2.632E+6	103.4E+6
1652	C3		567	-31.39E+6	17.24E+6	670400.	214.4E+6
			1008	-31.39E+6	17.24E+6	670400.	214.8E+6
1653	C3		1008	3.133E+6	-19.15E+6	-3.831E+6	120.7E+6
			1029	3.133E+6	-19.15E+6	-3.831E+6	99.89E+6
1654	C3		568	-24.40E+6	3.931E+6	576200.	126.8E+6
			1009	-24.40E+6	3.931E+6	576200.	127.2E+6
1655	C3		1009	625500.	-9.380E+6	-589600.	77.25E+6
			1030	625500.	-9.380E+6	-589600.	116.1E+6
1656	C3		1009	-1.143E+6	-2.951E+6	489600.	24.52E+6
			1010	-1.143E+6	-2.951E+6	489600.	15.10E+6
1657	C3		569	-21.98E+6	8.290E+6	270200.	133.7E+6
			1010	-21.98E+6	8.290E+6	270200.	133.9E+6
1658	C3		1010	1.650E+6	-8.289E+6	-883000.	80.71E+6
			1031	1.650E+6	-8.289E+6	-883000.	119.4E+6
1659	C3		1010	-2.305E+6	-5.445E+6	1.262E+6	44.68E+6
			1011	-2.305E+6	-5.445E+6	1.262E+6	34.49E+6
1660	C3		570	-20.34E+6	12.63E+6	-47900.	144.8E+6
			1011	-20.34E+6	12.63E+6	-47900.	144.8E+6
1661	C3		1011	3.478E+6	-7.573E+6	-1.236E+6	89.87E+6
			1032	3.478E+6	-7.573E+6	-1.236E+6	127.3E+6
1662	C3		1011	-5.402E+6	-7.479E+6	1.854E+6	70.42E+6
			1012	-5.402E+6	-7.479E+6	1.854E+6	64.42E+6
1663	C3		571	-17.72E+6	15.82E+6	-316300.	147.1E+6
			1012	-17.72E+6	15.82E+6	-316300.	146.9E+6
1664	C3		1012	4.875E+6	-6.736E+6	-1.442E+6	90.45E+6
			1033	4.875E+6	-6.736E+6	-1.442E+6	124.9E+6
1665	C3		1012	-5.812E+6	-8.665E+6	2.346E+6	80.41E+6
			1013	-5.812E+6	-8.665E+6	2.346E+6	83.13E+6
1666	C3		572	-15.73E+6	17.21E+6	-553400.	144.5E+6
			1013	-15.73E+6	17.21E+6	-553400.	144.2E+6
1667	C3		1013	4.484E+6	-6.244E+6	-1.311E+6	83.43E+6
			1034	4.484E+6	-6.244E+6	-1.311E+6	113.6E+6
1668	C3		1013	-4.558E+6	-8.864E+6	2.066E+6	80.08E+6
			1014	-4.558E+6	-8.864E+6	2.066E+6	90.59E+6
1669	C3		573	-13.82E+6	16.65E+6	-426900.	133.8E+6
			1014	-13.82E+6	16.65E+6	-426900.	133.6E+6
1670	C3		1014	3.285E+6	-5.744E+6	-792200.	71.74E+6
			1035	3.285E+6	-5.744E+6	-792200.	97.24E+6
1671	C3		1014	-3.227E+6	-8.077E+6	1.171E+6	75.70E+6
			1015	-3.227E+6	-8.077E+6	1.171E+6	92.21E+6
1672	C3		574	-11.79E+6	14.42E+6	-202900.	115.3E+6
			1015	-11.79E+6	14.42E+6	-202900.	115.1E+6
1673	C3		1015	2.140E+6	-5.059E+6	15550.	58.81E+6
			1036	2.140E+6	-5.059E+6	15550.	80.00E+6
1674	C3		1015	-2.151E+6	-6.558E+6	94130.	68.85E+6
			1016	-2.151E+6	-6.558E+6	94130.	90.12E+6
1675	C3		575	-10.17E+6	10.92E+6	-83040.	92.93E+6
			1016	-10.17E+6	10.92E+6	-83040.	92.88E+6
1676	C3		1016	1.176E+6	-4.494E+6	977800.	47.64E+6
			1037	1.176E+6	-4.494E+6	977800.	64.92E+6
1677	C3		1016	-1.235E+6	-4.492E+6	-971000.	59.43E+6
			1017	-1.235E+6	-4.492E+6	-971000.	84.60E+6
1678	C3		576	-9.426E+6	6.315E+6	-77270.	69.86E+6
			1017	-9.426E+6	6.315E+6	-77270.	69.79E+6
1679	C3		1017	324700.	-4.373E+6	2.010E+6	39.74E+6
			1038	324700.	-4.373E+6	2.010E+6	53.28E+6
1680	C3		1017	-412700.	-1.897E+6	-2.007E+6	59.37E+6
			1018	-412700.	-1.897E+6	-2.007E+6	74.99E+6
1681	C3		577	-9.928E+6	428300.	-152100.	47.87E+6
			1018	-9.928E+6	428300.	-152100.	47.86E+6
1682	C3		1018	-454400.	-4.830E+6	3.042E+6	40.59E+6
			1039	-454400.	-4.830E+6	3.042E+6	47.86E+6
1683	C3		1018	331500.	1.034E+6	-3.083E+6	74.51E+6
			1019	331500.	1.034E+6	-3.083E+6	66.48E+6
1684	C3		578	-12.11E+6	-8.608E+6	-280500.	92.75E+6
			1019	-12.11E+6	-8.608E+6	-280500.	92.82E+6
1685	C3		1019	-1.171E+6	-5.770E+6	4.408E+6	45.61E+6
			1040	-1.171E+6	-5.770E+6	4.408E+6	48.23E+6
1686	C3		1019	993100.	7.132E+6	-4.361E+6	103.4E+6
			1020	993100.	7.132E+6	-4.361E+6	64.16E+6
1687	C3		579	-16.78E+6	-22.11E+6	-436700.	171.5E+6
			1020	-16.78E+6	-22.11E+6	-436700.	171.8E+6
1688	C3		1020	-1.798E+6	-9.285E+6	6.114E+6	62.25E+6
			1041	-1.798E+6	-9.285E+6	6.114E+6	59.82E+6
1689	C3		1020	1.548E+6	15.23E+6	-6.177E+6	133.2E+6
			1021	1.548E+6	15.23E+6	-6.177E+6	93.68E+6
1690	C3		580	-25.57E+6	-38.84E+6	-569400.	282.6E+6
			1021	-25.57E+6	-38.84E+6	-569400.	283.0E+6
1691	C3		1021	-2.297E+6	-14.56E+6	8.274E+6	86.01E+6
			1042	-2.297E+6	-14.56E+6	8.274E+6	79.03E+6
1692	C3		1021	1.997E+6	24.64E+6	-9.130E+6	158.6E+6
			1022	1.997E+6	24.64E+6	-9.130E+6	126.3E+6
1693	C3		581	-41.55E+6	-56.49E+6	-591100.	428.4E+6
			1022	-41.55E+6	-56.49E+6	-591100.	428.8E+6
1694	C3		1022	-2.597E+6	-23.14E+6	11.34E+6	122.7E+6
			1043	-2.597E+6	-23.14E+6	11.34E+6	122.7E+6
1695	C3		1022	2.307E+6	34.13E+6	-13.63E+6	186.5E+6
			1023	2.307E+6	34.13E+6	-13.63E+6	159.4E+6
1696	C3		582	-68.86E+6	-69.26E+6	-557200.	601.6E+6
			1023	-68.86E+6	-69.26E+6	-557200.	602.2E+6
1697	C3		1023	-2.365E+6	-36.24E+6	14.58E+6	174.3E+6
