GSA Limited Capability mode

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 30/11/2014 15:09:43

GSA 8.7.0.21 64-bit Copyright © Oasys 1985-2014

Elements
Releases are in local axes.
Members and directions not listed assume the default condition for the element type.

START_TABLE Elements
Elem	Name	Type	Property	Group	Orient. Node	Orient. Angle	Vert- ical	Length /Area	Topology	
						[°]		[m]		
746		Beam	Beam - y	3	0	0.0		2.000	694	715
747		Beam	Beam - x	2	0	0.0		2.000	694	695
749		Beam	Beam - y	3	0	0.0		2.000	695	716
750		Beam	Beam - x	2	0	0.0		2.000	695	696
752		Beam	Beam - y	3	0	0.0		2.000	696	717
753		Beam	Beam - x	2	0	0.0		2.000	696	697
755		Beam	Beam - y	3	0	0.0		2.000	697	718
756		Beam	Beam - x	2	0	0.0		2.000	697	698
758		Beam	Beam - y	3	0	0.0		2.000	698	719
759		Beam	Beam - x	2	0	0.0		2.000	698	699
761		Beam	Beam - y	3	0	0.0		2.000	699	720
762		Beam	Beam - x	2	0	0.0		2.000	699	700
764		Beam	Beam - y	3	0	0.0		2.000	700	721
765		Beam	Beam - x	2	0	0.0		2.000	700	701
767		Beam	Beam - y	3	0	0.0		2.000	701	722
768		Beam	Beam - x	2	0	0.0		2.000	701	702
770		Beam	Beam - y	3	0	0.0		2.000	702	723
771		Beam	Beam - x	2	0	0.0		2.000	702	703
773		Beam	Beam - y	3	0	0.0		2.000	703	724
774		Beam	Beam - x	2	0	0.0		2.000	703	704
776		Beam	Beam - y	3	0	0.0		2.000	704	725
777		Beam	Beam - x	2	0	0.0		2.000	704	705
779		Beam	Beam - y	3	0	0.0		2.000	705	726
780		Beam	Beam - x	2	0	0.0		2.000	705	706
782		Beam	Beam - y	3	0	0.0		2.000	706	727
783		Beam	Beam - x	2	0	0.0		2.000	706	707
785		Beam	Beam - y	3	0	0.0		2.000	707	728
786		Beam	Beam - x	2	0	0.0		2.000	707	708
788		Beam	Beam - y	3	0	0.0		2.000	708	729
789		Beam	Beam - x	2	0	0.0		2.000	708	709
791		Beam	Beam - y	3	0	0.0		2.000	709	730
792		Beam	Beam - x	2	0	0.0		2.000	709	710
794		Beam	Beam - y	3	0	0.0		2.000	710	731
795		Beam	Beam - x	2	0	0.0		2.000	710	711
797		Beam	Beam - y	3	0	0.0		2.000	711	732
798		Beam	Beam - x	2	0	0.0		2.000	711	712
800		Beam	Beam - y	3	0	0.0		2.000	712	733
801		Beam	Beam - x	2	0	0.0		2.000	712	713
803		Beam	Beam - y	3	0	0.0		2.000	713	734
804		Beam	Beam - x	2	0	0.0		2.000	713	714
806		Beam	Beam - y	3	0	0.0		2.000	714	735
808		Beam	Beam - y	3	0	0.0		2.000	715	736
809		Beam	Beam - x	2	0	0.0		2.000	715	716
811		Beam	Beam - y	3	0	0.0		2.000	716	737
812		Beam	Beam - x	2	0	0.0		2.000	716	717
814		Beam	Beam - y	3	0	0.0		2.000	717	738
815		Beam	Beam - x	2	0	0.0		2.000	717	718
817		Beam	Beam - y	3	0	0.0		2.000	718	739
818		Beam	Beam - x	2	0	0.0		2.000	718	719
820		Beam	Beam - y	3	0	0.0		2.000	719	740
821		Beam	Beam - x	2	0	0.0		2.000	719	720
823		Beam	Beam - y	3	0	0.0		2.000	720	741
824		Beam	Beam - x	2	0	0.0		2.000	720	721
826		Beam	Beam - y	3	0	0.0		2.000	721	742
827		Beam	Beam - x	2	0	0.0		2.000	721	722
829		Beam	Beam - y	3	0	0.0		2.000	722	743
830		Beam	Beam - x	2	0	0.0		2.000	722	723
832		Beam	Beam - y	3	0	0.0		2.000	723	744
833		Beam	Beam - x	2	0	0.0		2.000	723	724
835		Beam	Beam - y	3	0	0.0		2.000	724	745
836		Beam	Beam - x	2	0	0.0		2.000	724	725
838		Beam	Beam - y	3	0	0.0		2.000	725	746
839		Beam	Beam - x	2	0	0.0		2.000	725	726
841		Beam	Beam - y	3	0	0.0		2.000	726	747
842		Beam	Beam - x	2	0	0.0		2.000	726	727
844		Beam	Beam - y	3	0	0.0		2.000	727	748
845		Beam	Beam - x	2	0	0.0		2.000	727	728
847		Beam	Beam - y	3	0	0.0		2.000	728	749
848		Beam	Beam - x	2	0	0.0		2.000	728	729
850		Beam	Beam - y	3	0	0.0		2.000	729	750
851		Beam	Beam - x	2	0	0.0		2.000	729	730
853		Beam	Beam - y	3	0	0.0		2.000	730	751
854		Beam	Beam - x	2	0	0.0		2.000	730	731
856		Beam	Beam - y	3	0	0.0		2.000	731	752
857		Beam	Beam - x	2	0	0.0		2.000	731	732
859		Beam	Beam - y	3	0	0.0		2.000	732	753
860		Beam	Beam - x	2	0	0.0		2.000	732	733
862		Beam	Beam - y	3	0	0.0		2.000	733	754
863		Beam	Beam - x	2	0	0.0		2.000	733	734
865		Beam	Beam - y	3	0	0.0		2.000	734	755
866		Beam	Beam - x	2	0	0.0		2.000	734	735
868		Beam	Beam - y	3	0	0.0		2.000	735	756
870		Beam	Beam - y	3	0	0.0		2.000	736	757
871		Beam	Beam - x	2	0	0.0		2.000	736	737
873		Beam	Beam - y	3	0	0.0		2.000	737	758
874		Beam	Beam - x	2	0	0.0		2.000	737	738
876		Beam	Beam - y	3	0	0.0		2.000	738	759
877		Beam	Beam - x	2	0	0.0		2.000	738	739
879		Beam	Beam - y	3	0	0.0		2.000	739	760
880		Beam	Beam - x	2	0	0.0		2.000	739	740
882		Beam	Beam - y	3	0	0.0		2.000	740	761
883		Beam	Beam - x	2	0	0.0		2.000	740	741
885		Beam	Beam - y	3	0	0.0		2.000	741	762
886		Beam	Beam - x	2	0	0.0		2.000	741	742
888		Beam	Beam - y	3	0	0.0		2.000	742	763
889		Beam	Beam - x	2	0	0.0		2.000	742	743
891		Beam	Beam - y	3	0	0.0		2.000	743	764
892		Beam	Beam - x	2	0	0.0		2.000	743	744
894		Beam	Beam - y	3	0	0.0		2.000	744	765
895		Beam	Beam - x	2	0	0.0		2.000	744	745
897		Beam	Beam - y	3	0	0.0		2.000	745	766
898		Beam	Beam - x	2	0	0.0		2.000	745	746
900		Beam	Beam - y	3	0	0.0		2.000	746	767
901		Beam	Beam - x	2	0	0.0		2.000	746	747
903		Beam	Beam - y	3	0	0.0		2.000	747	768
904		Beam	Beam - x	2	0	0.0		2.000	747	748
906		Beam	Beam - y	3	0	0.0		2.000	748	769
907		Beam	Beam - x	2	0	0.0		2.000	748	749
909		Beam	Beam - y	3	0	0.0		2.000	749	770
910		Beam	Beam - x	2	0	0.0		2.000	749	750
912		Beam	Beam - y	3	0	0.0		2.000	750	771
913		Beam	Beam - x	2	0	0.0		2.000	750	751
915		Beam	Beam - y	3	0	0.0		2.000	751	772
916		Beam	Beam - x	2	0	0.0		2.000	751	752
918		Beam	Beam - y	3	0	0.0		2.000	752	773
919		Beam	Beam - x	2	0	0.0		2.000	752	753
921		Beam	Beam - y	3	0	0.0		2.000	753	774
922		Beam	Beam - x	2	0	0.0		2.000	753	754
924		Beam	Beam - y	3	0	0.0		2.000	754	775
925		Beam	Beam - x	2	0	0.0		2.000	754	755
927		Beam	Beam - y	3	0	0.0		2.000	755	776
928		Beam	Beam - x	2	0	0.0		2.000	755	756
930		Beam	Beam - y	3	0	0.0		2.000	756	777
932		Beam	Beam - y	3	0	0.0		2.000	757	778
933		Beam	Beam - x	2	0	0.0		2.000	757	758
935		Beam	Beam - y	3	0	0.0		2.000	758	779
936		Beam	Beam - x	2	0	0.0		2.000	758	759
938		Beam	Beam - y	3	0	0.0		2.000	759	780
939		Beam	Beam - x	2	0	0.0		2.000	759	760
941		Beam	Beam - y	3	0	0.0		2.000	760	781
942		Beam	Beam - x	2	0	0.0		2.000	760	761
944		Beam	Beam - y	3	0	0.0		2.000	761	782
945		Beam	Beam - x	2	0	0.0		2.000	761	762
947		Beam	Beam - y	3	0	0.0		2.000	762	783
948		Beam	Beam - x	2	0	0.0		2.000	762	763
950		Beam	Beam - y	3	0	0.0		2.000	763	784
951		Beam	Beam - x	2	0	0.0		2.000	763	764
953		Beam	Beam - y	3	0	0.0		2.000	764	785
954		Beam	Beam - x	2	0	0.0		2.000	764	765
956		Beam	Beam - y	3	0	0.0		2.000	765	786
957		Beam	Beam - x	2	0	0.0		2.000	765	766
959		Beam	Beam - y	3	0	0.0		2.000	766	787
960		Beam	Beam - x	2	0	0.0		2.000	766	767
962		Beam	Beam - y	3	0	0.0		2.000	767	788
963		Beam	Beam - x	2	0	0.0		2.000	767	768
965		Beam	Beam - y	3	0	0.0		2.000	768	789
966		Beam	Beam - x	2	0	0.0		2.000	768	769
968		Beam	Beam - y	3	0	0.0		2.000	769	790
969		Beam	Beam - x	2	0	0.0		2.000	769	770
971		Beam	Beam - y	3	0	0.0		2.000	770	791
972		Beam	Beam - x	2	0	0.0		2.000	770	771
974		Beam	Beam - y	3	0	0.0		2.000	771	792
975		Beam	Beam - x	2	0	0.0		2.000	771	772
977		Beam	Beam - y	3	0	0.0		2.000	772	793
978		Beam	Beam - x	2	0	0.0		2.000	772	773
980		Beam	Beam - y	3	0	0.0		2.000	773	794
981		Beam	Beam - x	2	0	0.0		2.000	773	774
983		Beam	Beam - y	3	0	0.0		2.000	774	795
984		Beam	Beam - x	2	0	0.0		2.000	774	775
986		Beam	Beam - y	3	0	0.0		2.000	775	796
987		Beam	Beam - x	2	0	0.0		2.000	775	776
989		Beam	Beam - y	3	0	0.0		2.000	776	797
990		Beam	Beam - x	2	0	0.0		2.000	776	777
992		Beam	Beam - y	3	0	0.0		2.000	777	798
994		Beam	Beam - y	3	0	0.0		2.000	778	799
995		Beam	Beam - x	2	0	0.0		2.000	778	779
997		Beam	Beam - y	3	0	0.0		2.000	779	800
998		Beam	Beam - x	2	0	0.0		2.000	779	780
1000		Beam	Beam - y	3	0	0.0		2.000	780	801
1001		Beam	Beam - x	2	0	0.0		2.000	780	781
1003		Beam	Beam - y	3	0	0.0		2.000	781	802
1004		Beam	Beam - x	2	0	0.0		2.000	781	782
1006		Beam	Beam - y	3	0	0.0		2.000	782	803
1007		Beam	Beam - x	2	0	0.0		2.000	782	783
1009		Beam	Beam - y	3	0	0.0		2.000	783	804
1010		Beam	Beam - x	2	0	0.0		2.000	783	784
1012		Beam	Beam - y	3	0	0.0		2.000	784	805
1013		Beam	Beam - x	2	0	0.0		2.000	784	785
1015		Beam	Beam - y	3	0	0.0		2.000	785	806
1016		Beam	Beam - x	2	0	0.0		2.000	785	786
1018		Beam	Beam - y	3	0	0.0		2.000	786	807
1019		Beam	Beam - x	2	0	0.0		2.000	786	787
1021		Beam	Beam - y	3	0	0.0		2.000	787	808
1022		Beam	Beam - x	2	0	0.0		2.000	787	788
1024		Beam	Beam - y	3	0	0.0		2.000	788	809
1025		Beam	Beam - x	2	0	0.0		2.000	788	789
1027		Beam	Beam - y	3	0	0.0		2.000	789	810
1028		Beam	Beam - x	2	0	0.0		2.000	789	790
1030		Beam	Beam - y	3	0	0.0		2.000	790	811
1031		Beam	Beam - x	2	0	0.0		2.000	790	791
1033		Beam	Beam - y	3	0	0.0		2.000	791	812
1034		Beam	Beam - x	2	0	0.0		2.000	791	792
1036		Beam	Beam - y	3	0	0.0		2.000	792	813
1037		Beam	Beam - x	2	0	0.0		2.000	792	793
1039		Beam	Beam - y	3	0	0.0		2.000	793	814
1040		Beam	Beam - x	2	0	0.0		2.000	793	794
1042		Beam	Beam - y	3	0	0.0		2.000	794	815
1043		Beam	Beam - x	2	0	0.0		2.000	794	795
1045		Beam	Beam - y	3	0	0.0		2.000	795	816
1046		Beam	Beam - x	2	0	0.0		2.000	795	796
1048		Beam	Beam - y	3	0	0.0		2.000	796	817
1049		Beam	Beam - x	2	0	0.0		2.000	796	797
1051		Beam	Beam - y	3	0	0.0		2.000	797	818
1052		Beam	Beam - x	2	0	0.0		2.000	797	798
1054		Beam	Beam - y	3	0	0.0		2.000	798	819
1056		Beam	Beam - y	3	0	0.0		2.000	799	820
1057		Beam	Beam - x	2	0	0.0		2.000	799	800
1059		Beam	Beam - y	3	0	0.0		2.000	800	821
1060		Beam	Beam - x	2	0	0.0		2.000	800	801
1062		Beam	Beam - y	3	0	0.0		2.000	801	822
1063		Beam	Beam - x	2	0	0.0		2.000	801	802
1065		Beam	Beam - y	3	0	0.0		2.000	802	823
1066		Beam	Beam - x	2	0	0.0		2.000	802	803
1068		Beam	Beam - y	3	0	0.0		2.000	803	824
1069		Beam	Beam - x	2	0	0.0		2.000	803	804
1071		Beam	Beam - y	3	0	0.0		2.000	804	825
1072		Beam	Beam - x	2	0	0.0		2.000	804	805
1074		Beam	Beam - y	3	0	0.0		2.000	805	826
1075		Beam	Beam - x	2	0	0.0		2.000	805	806
1077		Beam	Beam - y	3	0	0.0		2.000	806	827
1078		Beam	Beam - x	2	0	0.0		2.000	806	807
1080		Beam	Beam - y	3	0	0.0		2.000	807	828
1081		Beam	Beam - x	2	0	0.0		2.000	807	808
1083		Beam	Beam - y	3	0	0.0		2.000	808	829
1084		Beam	Beam - x	2	0	0.0		2.000	808	809
1086		Beam	Beam - y	3	0	0.0		2.000	809	830
1087		Beam	Beam - x	2	0	0.0		2.000	809	810
1089		Beam	Beam - y	3	0	0.0		2.000	810	831
1090		Beam	Beam - x	2	0	0.0		2.000	810	811
1092		Beam	Beam - y	3	0	0.0		2.000	811	832
1093		Beam	Beam - x	2	0	0.0		2.000	811	812
1095		Beam	Beam - y	3	0	0.0		2.000	812	833
1096		Beam	Beam - x	2	0	0.0		2.000	812	813
1098		Beam	Beam - y	3	0	0.0		2.000	813	834
1099		Beam	Beam - x	2	0	0.0		2.000	813	814
1101		Beam	Beam - y	3	0	0.0		2.000	814	835
1102		Beam	Beam - x	2	0	0.0		2.000	814	815
1104		Beam	Beam - y	3	0	0.0		2.000	815	836
1105		Beam	Beam - x	2	0	0.0		2.000	815	816
1107		Beam	Beam - y	3	0	0.0		2.000	816	837
1108		Beam	Beam - x	2	0	0.0		2.000	816	817
1110		Beam	Beam - y	3	0	0.0		2.000	817	838
1111		Beam	Beam - x	2	0	0.0		2.000	817	818
1113		Beam	Beam - y	3	0	0.0		2.000	818	839
1114		Beam	Beam - x	2	0	0.0		2.000	818	819
1116		Beam	Beam - y	3	0	0.0		2.000	819	840
1118		Beam	Beam - y	3	0	0.0		2.000	820	841
1119		Beam	Beam - x	2	0	0.0		2.000	820	821
1121		Beam	Beam - y	3	0	0.0		2.000	821	842
1122		Beam	Beam - x	2	0	0.0		2.000	821	822
1124		Beam	Beam - y	3	0	0.0		2.000	822	843
1125		Beam	Beam - x	2	0	0.0		2.000	822	823
1127		Beam	Beam - y	3	0	0.0		2.000	823	844
1128		Beam	Beam - x	2	0	0.0		2.000	823	824
1130		Beam	Beam - y	3	0	0.0		2.000	824	845
1131		Beam	Beam - x	2	0	0.0		2.000	824	825
1133		Beam	Beam - y	3	0	0.0		2.000	825	846
1134		Beam	Beam - x	2	0	0.0		2.000	825	826
1136		Beam	Beam - y	3	0	0.0		2.000	826	847
1137		Beam	Beam - x	2	0	0.0		2.000	826	827
1139		Beam	Beam - y	3	0	0.0		2.000	827	848
1140		Beam	Beam - x	2	0	0.0		2.000	827	828
1142		Beam	Beam - y	3	0	0.0		2.000	828	849
1143		Beam	Beam - x	2	0	0.0		2.000	828	829
1145		Beam	Beam - y	3	0	0.0		2.000	829	850
1146		Beam	Beam - x	2	0	0.0		2.000	829	830
1148		Beam	Beam - y	3	0	0.0		2.000	830	851
1149		Beam	Beam - x	2	0	0.0		2.000	830	831
1151		Beam	Beam - y	3	0	0.0		2.000	831	852
1152		Beam	Beam - x	2	0	0.0		2.000	831	832
1154		Beam	Beam - y	3	0	0.0		2.000	832	853
1155		Beam	Beam - x	2	0	0.0		2.000	832	833
1157		Beam	Beam - y	3	0	0.0		2.000	833	854
1158		Beam	Beam - x	2	0	0.0		2.000	833	834
1160		Beam	Beam - y	3	0	0.0		2.000	834	855
1161		Beam	Beam - x	2	0	0.0		2.000	834	835
1163		Beam	Beam - y	3	0	0.0		2.000	835	856
1164		Beam	Beam - x	2	0	0.0		2.000	835	836
1166		Beam	Beam - y	3	0	0.0		2.000	836	857
1167		Beam	Beam - x	2	0	0.0		2.000	836	837
1169		Beam	Beam - y	3	0	0.0		2.000	837	858
1170		Beam	Beam - x	2	0	0.0		2.000	837	838
1172		Beam	Beam - y	3	0	0.0		2.000	838	859
1173		Beam	Beam - x	2	0	0.0		2.000	838	839
1175		Beam	Beam - y	3	0	0.0		2.000	839	860
1176		Beam	Beam - x	2	0	0.0		2.000	839	840
1178		Beam	Beam - y	3	0	0.0		2.000	840	861
1180		Beam	Beam - y	3	0	0.0		2.000	841	862
1181		Beam	Beam - x	2	0	0.0		2.000	841	842
1183		Beam	Beam - y	3	0	0.0		2.000	842	863
1184		Beam	Beam - x	2	0	0.0		2.000	842	843
1186		Beam	Beam - y	3	0	0.0		2.000	843	864
1187		Beam	Beam - x	2	0	0.0		2.000	843	844
1189		Beam	Beam - y	3	0	0.0		2.000	844	865
1190		Beam	Beam - x	2	0	0.0		2.000	844	845
1192		Beam	Beam - y	3	0	0.0		2.000	845	866
1193		Beam	Beam - x	2	0	0.0		2.000	845	846
1195		Beam	Beam - y	3	0	0.0		2.000	846	867
1196		Beam	Beam - x	2	0	0.0		2.000	846	847
1198		Beam	Beam - y	3	0	0.0		2.000	847	868
1199		Beam	Beam - x	2	0	0.0		2.000	847	848
1201		Beam	Beam - y	3	0	0.0		2.000	848	869
1202		Beam	Beam - x	2	0	0.0		2.000	848	849
1204		Beam	Beam - y	3	0	0.0		2.000	849	870
1205		Beam	Beam - x	2	0	0.0		2.000	849	850
1207		Beam	Beam - y	3	0	0.0		2.000	850	871
1208		Beam	Beam - x	2	0	0.0		2.000	850	851
1210		Beam	Beam - y	3	0	0.0		2.000	851	872
1211		Beam	Beam - x	2	0	0.0		2.000	851	852
1213		Beam	Beam - y	3	0	0.0		2.000	852	873
1214		Beam	Beam - x	2	0	0.0		2.000	852	853
1216		Beam	Beam - y	3	0	0.0		2.000	853	874
1217		Beam	Beam - x	2	0	0.0		2.000	853	854
1219		Beam	Beam - y	3	0	0.0		2.000	854	875
1220		Beam	Beam - x	2	0	0.0		2.000	854	855
1222		Beam	Beam - y	3	0	0.0		2.000	855	876
1223		Beam	Beam - x	2	0	0.0		2.000	855	856
1225		Beam	Beam - y	3	0	0.0		2.000	856	877
1226		Beam	Beam - x	2	0	0.0		2.000	856	857
1228		Beam	Beam - y	3	0	0.0		2.000	857	878
1229		Beam	Beam - x	2	0	0.0		2.000	857	858
1231		Beam	Beam - y	3	0	0.0		2.000	858	879
1232		Beam	Beam - x	2	0	0.0		2.000	858	859
1234		Beam	Beam - y	3	0	0.0		2.000	859	880
1235		Beam	Beam - x	2	0	0.0		2.000	859	860
1237		Beam	Beam - y	3	0	0.0		2.000	860	881
1238		Beam	Beam - x	2	0	0.0		2.000	860	861
1240		Beam	Beam - y	3	0	0.0		2.000	861	882
1242		Beam	Beam - x	2	0	0.0		2.000	862	863
1244		Beam	Beam - x	2	0	0.0		2.000	863	864
1246		Beam	Beam - x	2	0	0.0		2.000	864	865
1248		Beam	Beam - x	2	0	0.0		2.000	865	866
1250		Beam	Beam - x	2	0	0.0		2.000	866	867
1252		Beam	Beam - x	2	0	0.0		2.000	867	868
1254		Beam	Beam - x	2	0	0.0		2.000	868	869
1256		Beam	Beam - x	2	0	0.0		2.000	869	870
1258		Beam	Beam - x	2	0	0.0		2.000	870	871
1260		Beam	Beam - x	2	0	0.0		2.000	871	872
1262		Beam	Beam - x	2	0	0.0		2.000	872	873
1264		Beam	Beam - x	2	0	0.0		2.000	873	874
1266		Beam	Beam - x	2	0	0.0		2.000	874	875
1268		Beam	Beam - x	2	0	0.0		2.000	875	876
1270		Beam	Beam - x	2	0	0.0		2.000	876	877
1272		Beam	Beam - x	2	0	0.0		2.000	877	878
1274		Beam	Beam - x	2	0	0.0		2.000	878	879
1276		Beam	Beam - x	2	0	0.0		2.000	879	880
1278		Beam	Beam - x	2	0	0.0		2.000	880	881
1280		Beam	Beam - x	2	0	0.0		2.000	881	882
1282		Beam	Column	1	0	0.0	Vert.	2.000	442	883
1283		Beam	Beam - y	3	0	0.0		2.000	883	904
1284		Beam	Beam - x	2	0	0.0		2.000	883	884
1285		Beam	Column	1	0	0.0	Vert.	2.000	443	884
1286		Beam	Beam - y	3	0	0.0		2.000	884	905
1287		Beam	Beam - x	2	0	0.0		2.000	884	885
1288		Beam	Column	1	0	0.0	Vert.	2.000	444	885
1289		Beam	Beam - y	3	0	0.0		2.000	885	906
1290		Beam	Beam - x	2	0	0.0		2.000	885	886
1291		Beam	Column	1	0	0.0	Vert.	2.000	445	886
1292		Beam	Beam - y	3	0	0.0		2.000	886	907
1293		Beam	Beam - x	2	0	0.0		2.000	886	887
1294		Beam	Column	1	0	0.0	Vert.	2.000	446	887
1295		Beam	Beam - y	3	0	0.0		2.000	887	908
1296		Beam	Beam - x	2	0	0.0		2.000	887	888
1297		Beam	Column	1	0	0.0	Vert.	2.000	447	888
1298		Beam	Beam - y	3	0	0.0		2.000	888	909
1299		Beam	Beam - x	2	0	0.0		2.000	888	889
1300		Beam	Column	1	0	0.0	Vert.	2.000	448	889
1301		Beam	Beam - y	3	0	0.0		2.000	889	910
1302		Beam	Beam - x	2	0	0.0		2.000	889	890
1303		Beam	Column	1	0	0.0	Vert.	2.000	449	890
1304		Beam	Beam - y	3	0	0.0		2.000	890	911
1305		Beam	Beam - x	2	0	0.0		2.000	890	891
1306		Beam	Column	1	0	0.0	Vert.	2.000	450	891
1307		Beam	Beam - y	3	0	0.0		2.000	891	912
1308		Beam	Beam - x	2	0	0.0		2.000	891	892
1309		Beam	Column	1	0	0.0	Vert.	2.000	451	892
1310		Beam	Beam - y	3	0	0.0		2.000	892	913
1311		Beam	Beam - x	2	0	0.0		2.000	892	893
1312		Beam	Column	1	0	0.0	Vert.	2.000	452	893
1313		Beam	Beam - y	3	0	0.0		2.000	893	914
1314		Beam	Beam - x	2	0	0.0		2.000	893	894
1315		Beam	Column	1	0	0.0	Vert.	2.000	453	894
1316		Beam	Beam - y	3	0	0.0		2.000	894	915
1317		Beam	Beam - x	2	0	0.0		2.000	894	895
1318		Beam	Column	1	0	0.0	Vert.	2.000	454	895
1319		Beam	Beam - y	3	0	0.0		2.000	895	916
1320		Beam	Beam - x	2	0	0.0		2.000	895	896
1321		Beam	Column	1	0	0.0	Vert.	2.000	455	896
1322		Beam	Beam - y	3	0	0.0		2.000	896	917
1323		Beam	Beam - x	2	0	0.0		2.000	896	897
1324		Beam	Column	1	0	0.0	Vert.	2.000	456	897
1325		Beam	Beam - y	3	0	0.0		2.000	897	918
1326		Beam	Beam - x	2	0	0.0		2.000	897	898
1327		Beam	Column	1	0	0.0	Vert.	2.000	457	898
1328		Beam	Beam - y	3	0	0.0		2.000	898	919
1329		Beam	Beam - x	2	0	0.0		2.000	898	899
1330		Beam	Column	1	0	0.0	Vert.	2.000	458	899
1331		Beam	Beam - y	3	0	0.0		2.000	899	920
1332		Beam	Beam - x	2	0	0.0		2.000	899	900
1333		Beam	Column	1	0	0.0	Vert.	2.000	459	900
1334		Beam	Beam - y	3	0	0.0		2.000	900	921
1335		Beam	Beam - x	2	0	0.0		2.000	900	901
1336		Beam	Column	1	0	0.0	Vert.	2.000	460	901
1337		Beam	Beam - y	3	0	0.0		2.000	901	922
1338		Beam	Beam - x	2	0	0.0		2.000	901	902
1339		Beam	Column	1	0	0.0	Vert.	2.000	461	902
1340		Beam	Beam - y	3	0	0.0		2.000	902	923
1341		Beam	Beam - x	2	0	0.0		2.000	902	903
1342		Beam	Column	1	0	0.0	Vert.	2.000	462	903
1343		Beam	Beam - y	3	0	0.0		2.000	903	924
1344		Beam	Column	1	0	0.0	Vert.	2.000	463	904
1345		Beam	Beam - y	3	0	0.0		2.000	904	925
1346		Beam	Beam - x	2	0	0.0		2.000	904	905
1347		Beam	Column	1	0	0.0	Vert.	2.000	464	905
1348		Beam	Beam - y	3	0	0.0		2.000	905	926
1349		Beam	Beam - x	2	0	0.0		2.000	905	906
1350		Beam	Column	1	0	0.0	Vert.	2.000	465	906
1351		Beam	Beam - y	3	0	0.0		2.000	906	927
1352		Beam	Beam - x	2	0	0.0		2.000	906	907
1353		Beam	Column	1	0	0.0	Vert.	2.000	466	907
1354		Beam	Beam - y	3	0	0.0		2.000	907	928
1355		Beam	Beam - x	2	0	0.0		2.000	907	908
1356		Beam	Column	1	0	0.0	Vert.	2.000	467	908
1357		Beam	Beam - y	3	0	0.0		2.000	908	929
1358		Beam	Beam - x	2	0	0.0		2.000	908	909
1359		Beam	Column	1	0	0.0	Vert.	2.000	468	909
1360		Beam	Beam - y	3	0	0.0		2.000	909	930
1361		Beam	Beam - x	2	0	0.0		2.000	909	910
1362		Beam	Column	1	0	0.0	Vert.	2.000	469	910
1363		Beam	Beam - y	3	0	0.0		2.000	910	931
1364		Beam	Beam - x	2	0	0.0		2.000	910	911
1365		Beam	Column	1	0	0.0	Vert.	2.000	470	911
1366		Beam	Beam - y	3	0	0.0		2.000	911	932
1367		Beam	Beam - x	2	0	0.0		2.000	911	912
1368		Beam	Column	1	0	0.0	Vert.	2.000	471	912
1369		Beam	Beam - y	3	0	0.0		2.000	912	933
1370		Beam	Beam - x	2	0	0.0		2.000	912	913
1371		Beam	Column	1	0	0.0	Vert.	2.000	472	913
1372		Beam	Beam - y	3	0	0.0		2.000	913	934
1373		Beam	Beam - x	2	0	0.0		2.000	913	914
1374		Beam	Column	1	0	0.0	Vert.	2.000	473	914
1375		Beam	Beam - y	3	0	0.0		2.000	914	935
1376		Beam	Beam - x	2	0	0.0		2.000	914	915
1377		Beam	Column	1	0	0.0	Vert.	2.000	474	915
1378		Beam	Beam - y	3	0	0.0		2.000	915	936
1379		Beam	Beam - x	2	0	0.0		2.000	915	916
1380		Beam	Column	1	0	0.0	Vert.	2.000	475	916
1381		Beam	Beam - y	3	0	0.0		2.000	916	937
1382		Beam	Beam - x	2	0	0.0		2.000	916	917
1383		Beam	Column	1	0	0.0	Vert.	2.000	476	917
1384		Beam	Beam - y	3	0	0.0		2.000	917	938
1385		Beam	Beam - x	2	0	0.0		2.000	917	918
1386		Beam	Column	1	0	0.0	Vert.	2.000	477	918
1387		Beam	Beam - y	3	0	0.0		2.000	918	939
1388		Beam	Beam - x	2	0	0.0		2.000	918	919
1389		Beam	Column	1	0	0.0	Vert.	2.000	478	919
1390		Beam	Beam - y	3	0	0.0		2.000	919	940
1391		Beam	Beam - x	2	0	0.0		2.000	919	920
1392		Beam	Column	1	0	0.0	Vert.	2.000	479	920
1393		Beam	Beam - y	3	0	0.0		2.000	920	941
1394		Beam	Beam - x	2	0	0.0		2.000	920	921
1395		Beam	Column	1	0	0.0	Vert.	2.000	480	921
1396		Beam	Beam - y	3	0	0.0		2.000	921	942
1397		Beam	Beam - x	2	0	0.0		2.000	921	922
1398		Beam	Column	1	0	0.0	Vert.	2.000	481	922
1399		Beam	Beam - y	3	0	0.0		2.000	922	943
1400		Beam	Beam - x	2	0	0.0		2.000	922	923
1401		Beam	Column	1	0	0.0	Vert.	2.000	482	923
1402		Beam	Beam - y	3	0	0.0		2.000	923	944
1403		Beam	Beam - x	2	0	0.0		2.000	923	924
1404		Beam	Column	1	0	0.0	Vert.	2.000	483	924
1405		Beam	Beam - y	3	0	0.0		2.000	924	945
1406		Beam	Column	1	0	0.0	Vert.	2.000	484	925
1407		Beam	Beam - y	3	0	0.0		2.000	925	946
1408		Beam	Beam - x	2	0	0.0		2.000	925	926
1409		Beam	Column	1	0	0.0	Vert.	2.000	485	926
1410		Beam	Beam - y	3	0	0.0		2.000	926	947
1411		Beam	Beam - x	2	0	0.0		2.000	926	927
